GRADUATEYEAR,STUDENTID,กฏหมายพื้นฐานเพื่อคุณภาพชีวิต,การจัดการการดำเนินชีวิต,การตรวจวัดสัญญาณและการดำเนินงานสำหรับอินเทอร์เน็ตของสรรพสิ่ง,การตลาดดิจิทัล,การบริหารการผลิต,การประมวลผลรูปภาพดิจิทัล,การประมวลผลแบบกลุ่มเมฆ,การพัฒนาโปรแกรมประยุกต์บนอุปกรณ์เคลื่อนที่,การพัฒนาโปรแกรมประยุกต์เชิงมัลติมีเดีย,การวิเคราะห์และออกแบบระบบ,การสื่อสารภาษาอังกฤษเพื่อการนำเสนอผลงานด้านเทคโนโลยีคอมพิวเตอร์,การสื่อสารภาษาอังกฤษเพื่อการวิเคราะห์เชิงวิชาการด้านเทคโนโลยีคอมพิวเตอร์,การสื่อสารภาษาอังกฤษเพื่อวัตถุประสงค์ด้านเทคโนโลยีคอมพิวเตอร์,การออกแบบและวิเคราะห์อัลกอริทึม,การเขียนภาษาอังกฤษเพื่อการสื่อสารอย่างมีประสิทธิภาพ,การเขียนโปรแกรมเชิงวัตถุ,การเมือง เศรษฐกิจ  และสังคม,การโปรแกรมบนอินเทอร์เน็ต,คณิตศาสตร์สำหรับวิทยาศาสตร์,คณิตศาสตร์เต็มหน่วยสำหรับวิทยาการคอมพิวเตอร์,คณิตศาสตร์และสถิติในชีวิตประจำวัน,ความมั่นคงปลอดภัยของระบบเครือข่าย,ความรู้พื้นฐานด้านหุ่นยนต์,คอมพิวเตอร์กราฟิกและแอนิเมชัน,คอมพิวเตอร์สารสนเทศขั้นพื้นฐาน,ชีววิทยาเบื้องต้น,ดนตรีวิถีไทยศึกษา,ทักษะชีวิต,ทักษะภาษาไทย,ประชากรและการอนามัยเจริญพันธุ์,ประวัติและพัฒนาการของเทคโนโลยีคอมพิวเตอร์,ประเพณีไทยและศาสนาในไทย,ปรัชญาวิทยาศาสตร์,ปัญญาประดิษฐ์,พลังงานและเทคโนโลยีใกล้ตัว,พีชคณิตเชิงเส้นและการประยุกต์,พื้นฐานทางการเขียนโปรแกรม,ฟิสิกส์เบื้องต้น,ภาพพิมพ์,ภาษา สังคม และวัฒนธรรม,ภาษาอังกฤษพัฒนา,ภาษาอังกฤษพื้นฐาน,ภาษาอังกฤษเชิงวิชาการ,ภาษาโปรแกรม,มนุษย์กับสิ่งแวดล้อม,ระบบฐานข้อมูล,ระบบปฏิบัติการ,วิถีชีวิตในยุคดิจิทัล,วิทยาศาสตร์ข้อมูล,วิธีการเชิงตัวเลข,วิศวกรรมซอฟต์แวร์,สถาปัตยกรรมคอมพิวเตอร์,สถิติวิเคราะห์,สัมมนา,หัวข้อพิเศษทางวิทยาการคอมพิวเตอร์,เคมีทั่วไป,เคมีเบื้องต้น,เครือข่ายคอมพิวเตอร์และการสื่อสารข้อมูล,เทคนิคการทำเหมืองข้อมูล,เทคโนโลยีมัลติมีเดียและเว็บ,เว็บเทคโนโลยี,แคลคูลัส,แคลคูลัสสำหรับวิทยาศาสตร์,โครงสร้างข้อมูล,GPAจบ
2564,100261096,,,,,,A,,,,B,B,B+,B+,A,,A,,A,C,C+,B+,,,A,C,C+,B,A,B,,B+,,,B,,B,A,,,,B,B,A,,,C+,C,,A,B+,B+,A,B,A,,D,,C,A,A,,,C,B,3.17
2564,100261108,,,,,,,,C+,,C,C+,B+,B,B,,C,,B,D+,D+,,D+,,B+,C+,D+,B,,C,,B+,C+,,C+,,C+,C,,,,B+,C,A,,,C,C,,,B,C,C,D,B,,C,,C,C+,C+,,,,D,2.39
2564,100261112,,,C+,,,C+,,D+,,B,C+,B,C,B,,C,B,A,F,D,,D+,,,C+,D+,B+,A,C+,,A,C+,,C,,D+,D+,,,,C,C,C+,,,C+,C,,,D,C,D+,D+,A,,D+,,C,C+,B+,,,,D+,2.24
2564,100261121,,A,,,,B,,D+,,A,C+,B+,B,B,,C,A,C,C,D+,,,,A,C+,D,B+,,B+,,B+,,,B+,,D+,C,,,,C,C,B,,A,B,C+,A,,F,C+,D+,D,C+,,D,,D,C+,B,,,D+,D+,2.54
2564,100261126,,A,C,,,,,,,C,B,B,B,C+,,C,,C,D+,D,,,,A,C+,B,A,A,B,,A,C+,,B,,C+,C,,,,C+,C,A,,,B+,C,,,C,C+,B,D+,A,,D,,D,C+,C,,,,D,2.53
2564,100261135,,,C,,,,,,,C,C+,D+,C,C,,C,,C,D,D,,,,C+,C,D,B,A,C+,,B+,C+,,D,,C,D+,,,,C,C,B+,,,C+,D+,,,,C,D+,F,A,,D,,D,C+,D+,,,C,D,2.05
2564,100261149,,,,,,B+,,,,C+,A,B+,A,B,,A,,A,C+,C,C+,,,A,C+,C,C+,A,B,,B+,,,C,,B,B,,,,B,B,A,,,C+,C,,B,B,C+,C+,C+,A,,D,,D+,B,A,,,D,D+,2.84
2564,100261151,,,,,,,,C+,,C+,B,C+,B,B+,,A,,A,D,C,C+,,,B+,C+,D+,B,A,B,,B+,,,C,,D+,B+,,,,C,C,C+,,,C+,C,,B,D,C+,C,D+,A,,D,,D+,B,B+,,,D,C,2.47
2564,100261153,,,,,,A,,,,B,A,B,A,B,,A,,A,B+,C,A,,,A,C+,C,A,A,B,,B+,,,B+,,A,B+,,,,C+,C+,A,,,A,C+,,A,B+,B,C+,A,C+,,C,,C,A,A,,,C+,C,3.28
2564,100261194,,,,,,,,D+,,C,C+,C,C,B,,A,,B,C+,D+,C+,D,,B,C,D+,B,A,C+,,B,C+,,C+,,C+,B+,,,,C,D,B,,,C+,C,,,D,C+,C,C,A,,D+,,F,C,B+,,,D+,D+,2.39
2564,100261235,,,A,,,A,,A,,C+,A,A,A,A,,A,A,A,A,B+,,B+,,,C+,C+,A,A,B,,A,B,,B+,,A,A,,,,B+,A,A,,,B,B+,,,B+,A,A,A,A,,B,,A,C+,B+,,,B+,A,3.59
2564,100261237,,A,,,,B+,,C+,,A,D+,B,C,A,,B+,B,B,B,C,,D,,,C+,D,C+,,D+,,B+,,,C+,,B,A,,,,C+,C,B,,A,B,C+,,,C+,B,B,D+,A,,D+,,C,B,B+,,,C,C+,2.77
2564,100261275,A,A,,,,A,,B,,A,B,B+,B,A,,A,,C,C+,D+,,,,B+,A,D,B+,,B,,B+,,,C,A,B,A,,,,B,B,A,,,C,C+,,,D+,A,C+,D+,A,,D,,C,C+,B+,,,C,C,2.9
2565,100225544,B,,,,,,,D+,,,,,,D+,,C,,,,C+,C,,B,,,C,C+,A,B,,,B,C+,D,C+,,C+,D+,,D+,B+,C+,B+,C,,F,C+,,,C,D+,C+,D+,B,,,D,D+,,,C,F,,B,2.15
2565,100239502,C+,,,,,,,C,A,,,,,D,,F,,D+,,D,,,,,,D+,A,B+,B,B,,,C+,,D+,,C+,,,D+,D+,A,B+,,B,C,C,F,,,,F,,D+,D+,,C,,,,D+,,,D,2.08
2565,100249119,,B+,,,,D,D+,,C+,D,C+,D,D+,D+,,C+,,D+,D,D,,D,,D+,B,D+,,,B,,A,,,B,,D+,B,,,,B+,C+,C,,,F,C,A,D,,C,D,F,A,,F,,F,C,,,,F,D,2.02
2565,100249197,,,,,,,C+,,,B,D+,D+,C,C+,,C,B,D+,C,D,,B,,B,C,D,A,B,C,,B+,,,D+,,C,B,,,,D,C,C,,,D,B,B,D,,C+,C+,F,B,,D,,D+,B,,,,D+,C,2.22
2565,100249231,,A,C+,,,,C,B,B,C,B,D+,C+,C,,B+,,D+,C+,C,,,B,,C+,C,,,C,,A,,,B,,C+,A,,,,B,C,D+,,,D,C,A,C,,C+,C+,D,A,,D,,D+,C,,,,F,C+,2.44
2565,100260912,B+,,B+,,,,,A,,B+,B+,A,A,B+,,A,,B,C+,C+,,,,,C+,C,D+,,C+,,A,,,A,,A,A,,,,B+,C,A,,A,C+,B,,C+,B,C+,C+,C,A,,C,,F,B+,B+,,,C+,C+,3.01
2565,100260920,B+,,D+,,,,,D+,,D+,D,A,A,C,,A,B+,C+,C+,D+,,,,C,B,C,B+,,C+,,A,,,C,,A,B+,,,,A,A,B+,,,C+,C,,,D+,C+,C+,D+,B,C+,C,,D+,C+,C,,,C+,D,2.6
2565,100261094,,,,,,,,D+,,C,C,D+,D+,B,,C,,B,C,D+,,D+,,C+,C,D+,B+,,C+,,B,B,,C,,C,D+,,,,C,D,B,,,C+,C,,,D+,C,D+,D+,A,,D,,D,C,C+,,,,D,2.07
2565,100261098,,A,C,,,,,,,D+,D,D+,C,C,,C,A,C,D,D,,,,C+,C,D+,B,,D+,,A,C+,,C+,,D+,C,,,,C,D+,B+,,,C+,D+,,,,C,D+,D,B+,,D,,D+,C,C+,,,C,F,2.06
2565,100261105,,,B+,,,,,C,,D+,C,C,C,F,,C,,B,D+,D,,,B+,,C+,D+,B,B,B,B+,A,C+,,C,B,C,A,,,,C+,C,B,,,C,C,,,D,C+,D,D,B,,D,,F,C,C,,,,D,2.21
2565,100261230,,A,,,,C,,C+,,C,F,B,C+,C,,C+,B+,C,D,D,,,,B,B+,D,C+,,D+,,A,,,C+,,C,C+,,,,C,F,B,,,D+,C,,,D,C,C,D,B+,,D,,D+,C+,C,,,C,C+,2.28
2565,100263612,C,,,,,,,C,,,,D,C,C,B,C,B+,D+,D,C,B+,,,,,D,A,,C,C+,B,C,,C,C+,D+,B,,,C,C,D,,C+,B,C+,C+,,,D,C+,D,F,C+,C,D,,C,D+,B,,,C,D,2
2565,100269314,,A,,,,,,,A,C,B,A,C+,D,D,C,,C+,D,C,,,,,B,D,,,B,,A,,,D+,,B,C,,,C+,B+,C+,,,,C+,D,,,D,C+,B,D,C+,C,C,,D,,B+,,,,D,2.35
2565,100270640,,,A,,,,,A,,B+,A,A,A,B+,A,A,,C+,B,B,,,,,A,B,,,B,B+,A,,,B+,,B,B+,,,C+,A,A,,,B,B,C+,,B+,B+,A,A,B,A,,C+,,B,C+,A,,,B,B,3.36
2565,100270662,,,,B,,C,,A,C+,C,D,B,C+,D+,C+,C+,,C+,D+,C,C,,,,,D,,A,C,A,B+,,,D,,D+,C,,,D+,B,C,,,B,C+,B,,D,D+,C+,C+,C,C+,,C+,,C,,,,,C,D+,2.31
2565,100270678,,,B+,,,B,,,B+,B+,A,A,B,C+,B,C+,,D+,B,C,,,,A,B+,C,,A,B+,,A,,,D+,,A,C+,,,C+,B+,C+,,,A,C+,C,,B+,B+,B+,B+,C+,B+,,C,,C+,C+,,,,C+,C+,3
2565,100270688,,,,C+,,B,,C,,B+,B,A,B+,B,B+,A,B+,C,B,C,,,,B,B+,C,A,,C+,,A,,,C+,,C+,B,,,D+,A,B+,,,A,B,C+,,,A,C+,B+,C+,A,A,C,,C,,A,,,B,C+,3.05
2565,100270697,,,B+,B+,,B+,,A,,B,A,A,B+,A,B,A,,B+,F,C,,,,,B,D+,A,,C+,,A,,,D+,,C,A,,,C+,C+,C+,,,A,B,B,,B+,B+,B+,A,C,A,B+,C+,,B+,,B+,,,C+,D+,3.08
2565,100270705,,,,B+,,D+,,,B,C+,D+,B+,D,C,C,C,,D+,C,D+,,,,C+,C,D+,,A,C+,,A,,,D+,,B,C+,,,D+,C,C,,,B+,C+,C,,C+,C,C,C,D+,B+,,D+,,D+,C+,,,,C,D+,2.21
2565,100270712,,,D+,B+,,D+,,B,,D+,D+,B+,B,D+,B,B,,D,,C,,,,,,D+,,A,C,B+,B+,,,D+,B+,C,C,,,C,B,C,,,B,B,C+,,,C,C+,C,C,C+,,C+,,D+,,B+,,,,B,2.48
2565,100270720,,,B+,,,,,C,B+,B,B,A,C+,B,B+,C,,C,C,C,,,,,,D+,A,A,C+,,A,,,B+,,C,C+,,,C,B,C,,,B+,C+,B,,C+,C+,C+,C,C,A,B,C+,,C+,C+,B,,,C+,C+,2.7
2565,100270770,,,,A,,C,,C,,C+,B,A,B+,A,B+,B,,C+,C,C,,,,A,,C,A,,C+,B,A,,,D+,,C,C+,,,C,A,B,,,B,C+,B,,,D+,C+,C+,D+,A,,C+,,B,C+,B,,,C+,B,2.73
2565,100270772,,C+,,,,,,B+,B+,C+,C+,A,B+,B,B,C+,,D+,F,C,,,,,A,D+,,A,B,B,A,,,C+,,D+,C,,,C,A,C+,,,B,B,C,,,D+,B,B,D+,B+,C,C+,,C+,C+,A,,,B,C,2.71
2565,100270785,,,A,,,,,A,B,A,A,A,A,A,A,A,A,B+,A,B,,,,A,A,C,,,C+,,B+,,,B+,,A,A,,,C,A,A,,,B+,B,B,,,A,B+,A,A,A,A,B+,,B,B,,,,A,B+,3.63
2565,100270787,D+,,A,,,,,A,,B,B+,A,B,B+,B,B,,C+,C+,C,,,,,B,D,,,C,C+,B+,,,C+,,C+,C+,,,B,C+,C,,,B,B,B,,B,C,B+,C+,C+,A,,C,,C+,B,C+,,,B,B,2.76
2565,100270803,,,B,B+,,,,A,,C+,B+,A,C+,B,C+,C,,C,D+,C,,,,,A,D,,,C+,B,A,,,C,,D+,C,,,C+,B+,C+,,,B+,B,C+,,,D,B+,C,D,A,,D+,,C,C+,B+,,,C,C,2.47
2565,100270815,,,B+,B,,B,,B+,,C+,C+,A,B,C+,B,A,,C+,D+,C+,,,,,A,D,,,B,C+,A,,,D+,,C+,A,,,B,A,B,,,B,C,C+,,,C,A,A,C,B+,,D,,C,,A,,,C,A,2.78
2565,100270818,C+,,A,,,,,A,,C+,B+,A,B,C+,C+,C,,C+,D+,C+,,,,,B,C,,,C+,C+,A,,,C+,,C+,C,,,C+,B,C,,,B,C+,C+,,B+,B,B+,B+,C,A,,C,,B,B+,B,,,C+,A,2.72
2565,100270829,,,,,,,,B,A,B,A,A,A,A,A,B,,D+,B,C+,,,,,A,C,,,C+,B+,A,,,C,,B,B,,,B,A,A,,,B,B,C+,B,A,C+,B+,A,B,A,,C,,B,B+,A,,,B,B,3.14
2565,100270830,,,,B,,C,,B+,B,C+,C,B+,C,C+,B,B+,,D,B,C,,,,,,D,,A,C+,B+,A,,,C,A,C+,C,,,C+,B+,C,,,B,B,C+,,,C,C+,A,C+,A,,C+,,C,,,,,B,C+,2.7
2565,100270831,,,D+,B+,,C,,B,,D+,C,B+,C,D+,B,C,,D,,C,,,,,,D,,A,B,B+,B+,,,D+,A,B+,B+,,,B,C+,C+,,,B,B,C+,C+,,C+,C+,C,C+,C+,,,C,D+,,B,,,B+,C,2.54
2565,100270833,,,C+,,,,,C+,B+,C+,B+,A,B,B,C+,C,,C,D+,D+,,,,,,D+,A,A,C+,,B+,,,C+,,C,D+,,,C+,C+,C,,,B,B,C+,,B,C,C+,C,D+,A,B,C+,,C+,B,B,,,C+,C+,2.58
2565,100270836,C+,,D+,C+,,,,A,,D+,D,B+,D,C,C,A,,D,C+,D,,,,,C,D,,B+,B,B,A,,,B,,C+,B+,,,C+,C+,D+,,,B,B,C,,,D,C+,C+,C,B,,D,,D,C,B+,,,,C+,2.33
2565,100270839,,,,B+,,B,,,A,B+,A,A,B+,A,A,A,B+,B+,C,C,,,,A,B+,D+,A,A,C+,,A,,,C,,B,C+,,,B,A,C+,,,B,C+,B,,A,B+,A,B+,C,A,A,C+,,A,,A,,,C+,C+,3.22
2565,100270848,,,,A,,A,,,A,A,A,A,A,A,A,A,A,A,C+,B,,,,A,A,C,A,A,B,,A,,,C+,,A,B,,,A,A,B+,,,A,A,B,,B+,A,B+,A,C+,A,A,C+,,B+,,A,,,B,B+,3.6
2565,100270877,,,,,,,,A,A,B,A,A,A,A,A,B,,D+,B,C+,,,,,B+,C,,,B,B+,B+,,,D+,,C+,B+,,,B+,A,C+,,,B,C+,C+,C+,A,B,B,A,C+,A,,C+,,C+,A,A,,,C+,B+,3.08
2565,100270887,,,A,,,,,B,,C+,B+,B+,B,C+,C,D+,,B,D+,C,,,,,C+,D,,,C,C+,A,,,C+,,D+,C+,,,C+,B+,C,,,B,C,C+,,B,C,B+,C,C+,A,,C,,B,B,B,,,C+,D+,2.52
2565,100270888,,,,,,,,B+,B+,B,C,C+,C,C,C,C,,D+,D+,C,,,,,B+,D,,A,C,C+,B+,,,D+,,D+,C+,,,B,C,C,,,B,C,C+,,,C,C,C,D,B+,C,C,,C,C,B,,,C+,C,2.34
2565,100270897,,B+,,,,,,C,B,D+,C,C+,B,C+,C+,C+,,D,D,D,,,,C+,B,D,B,,C,C+,A,,,C,,D,C+,,,B+,B,C,,,B,C+,C+,,,F,B,C,D,B+,,C,,D+,C,B,,,C,C,2.23
2565,100270912,,,B+,B,,C,,B,,C+,B,A,C+,A,B,B+,,A,F,C,C,,,,,D,,,C+,,A,,,D+,,D+,C,,,C+,C,C,,,C+,B,C+,,B,C,B+,B+,D+,A,B,C,,C+,,A,,,C+,D+,2.63
2565,100270939,,,,A,,A,,B+,,B,A,A,B,A,B,C+,B+,A,C+,C+,,,,A,A,C+,A,,B,,A,,,B,,B,D+,,,B+,B+,C,,,B,B,C+,,,A,A,B,C+,A,B+,C+,,B+,,A,,,B+,B,3.27
2565,100270954,,,A,B,,C+,,A,,B,B,A,A,C+,B,B+,C,B+,C,C,B,,,A,,D,,,B,A,A,,,D+,,B+,B,,,C+,A,B,,,B+,B,B,,,D+,B+,B+,C,A,,C+,,C+,,A,,,C,C,2.94
2565,100270965,,,,B+,,C+,,B,,B,A,A,B,B+,B+,C+,B+,A,D+,C,,,,A,A,C,A,A,B+,,B+,,,C+,,C,C,,,B+,A,B+,,,B,C+,B,,,C+,A,B,C,A,B+,C+,,B,,B+,,,C+,C+,3.07
2565,100270967,,,,B+,,,,A,,B,A,A,A,A,A,A,,A,C,D+,,,,,C+,D+,,A,B+,,A,,,D+,,C+,C+,,,B,A,A,,,B+,C,B,,B+,C,A,D+,F,A,A,C+,,A,B,B+,,,,D,3.11
2565,100270973,,,A,,,,,B+,,B+,B+,B,C+,C+,B,D+,,C+,D+,C,,,,,B,D,,,C+,B,A,,,C+,,D+,C,,,B,B,C,,,B+,C,C+,,C+,C,A,C+,C,A,,C,,C+,C+,C+,,,C,C+,2.57
2565,100270976,,,B+,,,A,,,B+,B+,A,A,B,A,A,B+,,A,B+,B,,,,A,,C+,,A,C+,,A,,,B,,A,C+,,,B+,A,A,,,B+,B+,C+,,A,A,B+,A,B,A,,C+,,B+,B,,,,B,B+,3.48
2565,100270987,,,A,,,B+,,B+,B+,B+,A,A,A,A,A,A,B,A,A,A,,,,A,A,C+,,A,B,,A,,,A,,A,A,,,A,A,A,,,A,A,B+,,,B+,B+,A,C+,A,,B+,,B,B,,,,A,A,3.72
2565,100270990,,,D+,B+,,C,,A,,C,C,A,D,D,D+,C,,C+,F,C,C,,,,,D,,A,C+,C+,A,,,D+,,C,B,,,B+,B+,C,,,A,C+,C+,,,D+,B,C+,D,A,,D,,D,,A,,,,D+,2.33
2565,100270991,,,B+,D+,,C+,,A,B+,B,B,A,C,C+,B,A,,B+,C,C,,,,D+,B+,D,A,B+,B,,A,,,D,,B,A,,,B+,B+,C+,,,A,C+,C,,,D,C,B,D,A,,C,,A,,A,,,B,C,2.81
2565,100270992,,,,B,,,,B,A,D+,C+,B+,D,D,C,B+,B+,D+,C+,D+,,,,C,,D,,,B,C,B+,,,B,,B,C+,,,B,D+,C,,,B+,C+,C,,,D,C+,C+,D+,B+,,C,,C,,C,,,C,D,2.33
2565,100270999,,,A,,,A,,A,,A,A,A,A,A,A,A,,A,A,B,A,,,,,B,A,A,B+,,A,,,C+,,A,A,,,A,A,A,,,A,A,B,,A,B+,A,A,A,A,A,A,,A,,,,,A,A,3.86
2565,100271000,,,C,C+,,C+,,,A,B+,D,A,B,B,B,B+,B+,A,C+,C,,,,C+,B,C+,A,A,B+,,A,,,B,,C+,C,,,B+,A,C+,,,A,C+,C+,,,C+,B+,B+,D+,C,A,C+,,D+,,B+,,,C+,C+,2.97
2565,100271008,,,B,,,,,B,B+,C+,B,A,C,C,B,B+,,C,C,C,,,,,,D+,A,A,C,,A,,,D+,,C+,C,,,B,C+,C,,,B+,D+,B,,C,C,C+,C+,C,B+,C+,C,,C+,C,B+,,,C,B,2.54
2565,100271067,,,C+,B,,D+,,,B,D+,B,B+,D,C,C,C,,D+,C,D+,,,,B,D+,D,,,C+,,B+,,,C+,,C+,C,,,C,C+,C,,,A,C,C,,,D+,C+,C,D+,A,,C,,D,C,,,,C,F,2.09
2565,100271068,,,A,B+,,D,,,C+,C,C,B+,B,D+,C+,C,A,B,D,C,,,,B+,,D,,B+,C+,,B+,,,D,,D+,C,,,C,B,C+,,,A,C+,B,,,D,C+,C+,D,C+,,C+,,D+,C,,,,C+,D+,2.27
2565,100271070,,,D+,A,,,,C,,C,B,A,C+,C+,C+,C+,B+,C,B,C,,,,,A,D+,B+,,B,,A,,,D,,C,D+,,,C+,A,C+,,,B+,B,B,,,C+,C,B,C,B,B,C,,C,C,C+,,,C+,C,2.6
2565,100271071,,,B+,,,C,,,B,B,B+,A,B,C+,B,C+,,D+,C+,C,,,,A,B,D+,,A,B,,A,,,D+,,C+,C,,,C+,A,B+,,,A,C+,C+,,C,B+,B,B,C,A,,C,,B,B,,,,C+,C+,2.84
2565,100271074,,,B+,,,B,,B+,,C+,A,A,B+,A,B,B+,,D+,C,C,,,,,A,D+,B,B+,C+,B,A,,,D+,,C+,B,,,B,C,B,,,A,C+,C+,,C+,C,C+,B+,D+,B,,C+,,A,C+,A,,,C,A,2.8
2565,100271085,,,C+,A,,C,,B,,B,B,A,C+,B+,C,C,A,C,F,C,,,,,A,C,B+,,B,,A,,,D,,D+,D,,,C+,B+,C,,,B,B,C+,,,C,C+,C+,D,B,B,C+,,B,,C+,,,C+,D+,2.63
2565,100271090,A,,,,,,,B,A,B,C+,A,B,B,C+,C+,,D+,C,B,,,,,A,D+,,,B,C+,A,,,C,,B+,B,,,B,,D+,,,A,C+,C+,,,D+,B,B+,C,A,C+,C,,C+,D+,B,,,C,C+,2.71
2565,100271116,,,B,B+,,C,,,B+,C,B,A,C+,C+,C+,C+,,D+,D,D+,,,,B+,B,D+,A,,C,,A,,,D,,D+,D+,,,C+,C,C,,,B,C,C+,,,C,B,C+,C,A,,C,,C+,B,,,,C,B,2.41
2565,100271136,,B+,,B+,,C,,C+,,C+,C+,A,B,B+,C+,B+,,C,C+,D+,,,,B+,B+,D,A,,C+,B,A,,,C,,C,C+,,,B+,B,C,,,A,D+,C+,,,C,C+,C,D+,B,,C,,B,B,A,,,C+,C,2.63
2565,100271143,,,,B+,,,,A,B+,B,B,B+,C,D+,C,C+,B,D+,C,C,,,,,,D,A,,B+,B,B+,,,C,,C+,C+,,,B+,C+,C+,,,A,C+,C+,,,D+,B+,B,D+,A,C+,C,,C,,B+,,,C+,D,2.65
2565,100271144,,,,B+,,,,B,A,C+,B,A,D,C,B,C+,C+,D+,D+,C,,,,,,D+,A,,C+,B,B,,,C+,,D+,C+,,,C+,C+,C,,,A,C+,C+,,,D,B,C,D,A,C+,C,,C+,,B,,,C,D,2.45
2565,100271158,,B+,,B+,,,,D+,B+,C+,D+,A,C+,C,C+,C,,D,F,D,,,,D+,,D+,A,,C,B,A,,,C,,F,C+,,,B,B,C,,,B,C+,B,,,D,C+,C+,D,A,,C,,C+,C+,D+,,,,C,2.25
2565,100271162,,,,B+,,,,B+,A,D+,C+,A,D,C,C+,C,B,D+,F,D+,,,,,,D,B+,,B,C,A,,,D+,,D,C+,,,B+,B,C,,,A,B,C,,,D,B,C,D,A,C,C+,,C+,,C+,,,,D+,2.37
2565,100271163,A,A,B,A,,,,A,,B,A,A,B,A,C+,B+,,A,A,B+,B,,,,,C,A,,B,,A,,,B,,A,B,,,B,B,C+,,,A,B,C+,,B+,A,B+,A,A,B,A,C,,A,C,A,,,A,C+,3.39
2565,100271195,,,C+,,,B,,B,,C,B+,A,C+,A,C,C,,D+,B+,C+,,,,,A,D,B,B+,C+,B,A,,,D+,,C,B,,,C+,C+,C,,,B,C+,B,,D+,C+,B,C+,C+,B+,,C+,,A,C+,B,,,C+,B,2.65
2565,100271196,,,C+,B+,,,,A,,B,A,A,B,A,B,C+,A,A,C,C,,,,,,D+,A,,B+,,A,,,C,,C,D,,,B,B+,C+,,,A,B,C+,,B+,A,B+,B,C,B,A,C,,A,B,B+,,,C+,D,2.96
2565,100271200,,,B+,A,,,,A,,C+,B+,A,C+,A,B,C+,,A,C,C,C+,,,,,D,,,C+,,B+,,,C+,,B,C,,,C+,B,C,,,B+,A,C+,,B+,B+,B+,B+,C+,A,A,C,,C+,C+,A,,,B,D,2.92
2565,100271208,,,D+,A,,,,A,,D+,C,A,C+,D+,C+,D+,,D,C+,C,,,,,B,D,,B+,C,B+,B+,,,D,,C,C,,,C,B,B,,,A,B,C+,C+,,D,B,C+,D,B+,,C+,,D+,C,C+,,,,D,2.33
2565,100271216,C,,A,,,,,A,,B+,B,A,B+,B,B+,C,,B,D+,C,,,,,B+,C,,,C+,B+,A,,,C,,C,C+,,,B,A,B,,,B,C+,B+,,B,B+,A,A,C+,A,,C+,,B,C+,B+,,,C,B+,2.96
2565,100271219,,,C+,,,,,,,B,B,A,B,C,B,F,,D+,,C,,,,A,,D+,,C,D,,A,,,D,,,C,,A,C+,B+,D+,,,A,B,B+,,,C,C+,C+,C,A,C+,C+,,D+,C,B+,,,B,C+,2.53
2565,100271231,,,A,,,A,,B,,B+,B,A,B+,B+,B,A,,C,B,B,,,,,,D+,A,A,C,,A,,,B+,,C+,A,,,B,B,B,,,A,B+,C+,,A,B+,B,C+,C+,B+,B+,C+,,B,C+,A,,,C+,B,3.16
2565,100287192,,,,,,,,,B+,C,C+,A,B,D,,D,,D+,C,D+,,,,B,C,C,,,C,B,A,,,C,A,C+,C+,,,B,C,C,C,,,A,C+,,C+,,B,C,A,B,,D,,C+,C,,,,F,C,2.51
